time,open,high,low,close,tick_volume
1998-01-20,1.6378,1.6400000000000001,1.6221999999999999,1.6261999999999999,241
1998-01-21,1.6252,1.6345,1.6194,1.6329,226
1998-01-22,1.633,1.6528,1.6280000000000001,1.65,327
1998-01-23,1.6484,1.6751,1.6469,1.6728,321
1998-01-26,1.6755,1.687,1.6507,1.6564999999999999,537
1998-01-27,1.653,1.666,1.642,1.6442999999999999,394
1998-01-28,1.645,1.647,1.6311,1.6395,264
1998-01-29,1.6385,1.646,1.635,1.6397,209
1998-01-30,1.6393,1.643,1.63,1.6346,214
1998-02-02,1.6308,1.643,1.624,1.643,259
1998-02-03,1.6428,1.65,1.6343999999999999,1.6457000000000002,284
1998-02-04,1.6457000000000002,1.6609,1.6400000000000001,1.6566,310
1998-02-05,1.6562000000000001,1.6601,1.6487,1.6524999999999999,192
1998-02-06,1.6521,1.6545,1.6397,1.6411,187
1998-02-09,1.6423999999999999,1.6458,1.6255,1.6295,278
1998-02-10,1.6294,1.6355,1.6205,1.6273,280
1998-02-11,1.6265,1.6367,1.6205,1.6320000000000001,270
1998-02-12,1.631,1.6432,1.6292,1.6389,202
1998-02-13,1.6385,1.6428,1.6320000000000001,1.6417000000000002,185
1998-02-16,1.6417000000000002,1.6440000000000001,1.635,1.639,154
1998-02-17,1.637,1.642,1.6288,1.6334,229
1998-02-18,1.6328,1.645,1.6267,1.638,315
1998-02-19,1.6374,1.6425,1.633,1.6364999999999998,182
1998-02-20,1.6362999999999999,1.6409,1.6320999999999999,1.6375,165
1998-02-23,1.6362999999999999,1.651,1.631,1.6452,312
1998-02-24,1.6448,1.6524999999999999,1.6419000000000001,1.65,161
1998-02-25,1.6496,1.6522000000000001,1.6402999999999999,1.643,173
1998-02-26,1.642,1.6491,1.6355,1.6432,261
1998-02-27,1.6439,1.6520000000000001,1.6415,1.6442,208
1998-03-02,1.6448,1.663,1.6444999999999999,1.6465,354
1998-03-03,1.6461000000000001,1.6552,1.6431,1.6502,202
1998-03-04,1.6498,1.6532,1.6433,1.6509,188
1998-03-05,1.6486,1.6522999999999999,1.6279,1.635,353
1998-03-06,1.6327,1.6412,1.63,1.6392,160
1998-03-09,1.6375,1.6411,1.6320999999999999,1.6399,157
1998-03-10,1.639,1.643,1.6324999999999998,1.6425999999999998,175
1998-03-11,1.6418,1.6516,1.6367,1.6516,201
1998-03-12,1.6501000000000001,1.6604999999999999,1.645,1.6568,244
1998-03-13,1.6559,1.6752,1.654,1.6717,267
1998-03-16,1.6723,1.674,1.6633,1.6683,175
1998-03-17,1.6675,1.6783000000000001,1.6635,1.6783000000000001,189
1998-03-18,1.677,1.678,1.6675,1.6703000000000001,144
1998-03-19,1.67,1.6711,1.6635,1.6667999999999998,121
1998-03-20,1.6659000000000002,1.671,1.6596,1.6680000000000001,208
1998-03-23,1.6680000000000001,1.6827999999999999,1.6646999999999998,1.6796,247
1998-03-24,1.6776,1.6800000000000002,1.6715,1.674,135
1998-03-25,1.6735,1.678,1.67,1.675,146
1998-03-26,1.6743999999999999,1.6895,1.6720000000000002,1.6865999999999999,229
1998-03-27,1.6863000000000001,1.69,1.6793,1.6832,184
1998-03-30,1.6833,1.6863000000000001,1.6751,1.6778,170
1998-03-31,1.6764999999999999,1.6853,1.6683,1.6728,304
1998-04-01,1.6722000000000001,1.6787999999999998,1.6679,1.6702,199
1998-04-02,1.6688,1.6747999999999998,1.6615,1.6652,231
1998-04-03,1.6644999999999999,1.6686999999999999,1.655,1.6592,222
1998-04-06,1.658,1.6684999999999999,1.6545999999999998,1.6674,185
1998-04-07,1.6673,1.6695,1.6623999999999999,1.6683,133
1998-04-08,1.6677,1.681,1.663,1.6760000000000002,278
1998-04-09,1.677,1.6808999999999998,1.6653,1.6707999999999998,251
1998-04-10,1.6699000000000002,1.677,1.6680000000000001,1.6735,145
1998-04-13,1.6732,1.6760000000000002,1.6642000000000001,1.6672,177
1998-04-14,1.6667999999999998,1.6896,1.665,1.6865,296
1998-04-15,1.6859,1.6879,1.677,1.6843,203
1998-04-16,1.6835,1.6945999999999999,1.6803,1.6913,209
1998-04-17,1.6907,1.6982,1.6816,1.6843,269
1998-04-20,1.6842000000000001,1.687,1.671,1.6774,253
1998-04-21,1.6768,1.682,1.673,1.6743999999999999,157
1998-04-22,1.6733,1.6800000000000002,1.6680000000000001,1.6726,234
1998-04-23,1.6719,1.677,1.658,1.665,312
1998-04-24,1.6651,1.6726,1.6623999999999999,1.6677,179
1998-04-27,1.6678,1.6782,1.662,1.6726,277
1998-04-28,1.675,1.678,1.6633,1.6675,11156
1998-04-29,1.6669,1.6738,1.6639,1.6705,14899
1998-04-30,1.6701000000000001,1.6764999999999999,1.6655,1.6729,5056
1998-05-01,1.67,1.675,1.6582,1.666,7457
1998-05-04,1.6625,1.6714,1.6606999999999998,1.6667,5138
1998-05-05,1.6674,1.6684999999999999,1.6564999999999999,1.663,7370
1998-05-06,1.663,1.6652,1.657,1.6595,5767
1998-05-07,1.6604999999999999,1.6625,1.6431,1.6493,8190
1998-05-08,1.6495,1.651,1.633,1.6396,5147
1998-05-11,1.6360999999999999,1.6447,1.6282,1.6293,8971
1998-05-12,1.6318000000000001,1.637,1.6288,1.6339000000000001,3874
1998-05-13,1.6328,1.639,1.629,1.6313,5745
1998-05-14,1.6322,1.6335,1.6194,1.6315,7297
1998-05-15,1.631,1.6360000000000001,1.6235,1.6261999999999999,5161
1998-05-18,1.6221,1.626,1.6152,1.6217000000000001,6374
1998-05-19,1.6229,1.631,1.62,1.6214,6826
1998-05-20,1.6213,1.6362,1.621,1.6333,5294
1998-05-21,1.6324999999999998,1.6355,1.6254,1.6305,3408
1998-05-22,1.6295,1.6343999999999999,1.626,1.631,4408
1998-05-25,1.6313,1.634,1.6263999999999998,1.629,1517
1998-05-26,1.6297000000000001,1.6397,1.626,1.6362999999999999,7568
1998-05-27,1.6364999999999998,1.6455,1.6277,1.6315,8925
1998-05-28,1.631,1.635,1.6207,1.6280000000000001,6031
1998-05-29,1.6275,1.6347,1.6228,1.631,6033
1998-06-01,1.6324999999999998,1.6432,1.627,1.6413,3683
1998-06-02,1.6407,1.6417000000000002,1.634,1.6387,6627
1998-06-03,1.6395,1.6415,1.631,1.6388,8055
1998-06-04,1.6385999999999998,1.651,1.6356000000000002,1.6373,15130
1998-06-05,1.6372,1.6412,1.6315,1.6352,12820
1998-06-08,1.634,1.6397,1.6273,1.6338,14230
1998-06-09,1.6341999999999999,1.6392,1.63,1.637,11216
1998-06-10,1.6366,1.6400000000000001,1.625,1.629,15404
1998-06-11,1.6289,1.6355,1.6251,1.6277,14695
1998-06-12,1.6275,1.6347,1.6251,1.6324,13177
1998-06-15,1.6298,1.6381999999999999,1.626,1.6351,11446
1998-06-16,1.6348,1.6561,1.6337000000000002,1.6516,13278
1998-06-17,1.6512,1.6707999999999998,1.65,1.6679,14412
1998-06-18,1.6682000000000001,1.6776,1.662,1.6722000000000001,14488
1998-06-19,1.6714,1.6793,1.6671,1.6747999999999998,12137
1998-06-22,1.6720000000000002,1.6766999999999999,1.6600000000000001,1.675,11658
1998-06-23,1.6747999999999998,1.6777,1.6608,1.6681,12125
1998-06-24,1.6677,1.6728,1.6627999999999998,1.6683,12154
1998-06-25,1.6678,1.6755,1.6638,1.6716,12214
1998-06-26,1.6709,1.6758,1.657,1.6619000000000002,12123
1998-06-29,1.6599,1.6703000000000001,1.65,1.667,11451
1998-06-30,1.6667999999999998,1.6731,1.6606,1.6677,11538
1998-07-01,1.6673,1.6723,1.6557,1.6602999999999999,10567
1998-07-02,1.6600000000000001,1.6637,1.6535,1.6566,9700
1998-07-03,1.6585,1.6615,1.6446,1.6475,9884
1998-07-06,1.6414,1.65,1.6355,1.638,10229
1998-07-07,1.638,1.6431,1.6326,1.6375,9645
1998-07-08,1.6376,1.6408,1.6341,1.6357,9290
1998-07-09,1.6353,1.641,1.6267,1.6317,9612
1998-07-10,1.6307,1.635,1.6280999999999999,1.6329,8210
1998-07-13,1.6305,1.6455,1.6288,1.6404999999999998,8786
1998-07-14,1.6406,1.6428,1.6324999999999998,1.6348,8868
1998-07-15,1.6341999999999999,1.642,1.63,1.635,9243
1998-07-16,1.635,1.6423,1.633,1.6400000000000001,8771
1998-07-17,1.6400000000000001,1.647,1.6364,1.645,8118
1998-07-20,1.6455,1.6505,1.6423999999999999,1.6478000000000002,6985
1998-07-21,1.6467,1.6505999999999998,1.6418,1.6440000000000001,8606
1998-07-22,1.6431,1.6455,1.6388,1.6434,9462
1998-07-23,1.6425999999999998,1.6524,1.637,1.6513,8938
1998-07-24,1.6513,1.6623,1.649,1.657,7883
1998-07-27,1.657,1.6623999999999999,1.6534,1.6555,5497
1998-07-28,1.6583,1.6585999999999999,1.6458,1.6480000000000001,6585
1998-07-29,1.6476,1.6520000000000001,1.6404,1.6421000000000001,5713
1998-07-30,1.6417000000000002,1.6467,1.6335,1.6358000000000001,6152
1998-07-31,1.6348,1.6399,1.6295,1.6327,7189
1998-08-03,1.634,1.6360000000000001,1.6212,1.6263999999999998,7677
1998-08-04,1.6265,1.6412,1.6242999999999999,1.6341,8265
1998-08-05,1.6364999999999998,1.6421000000000001,1.6335,1.634,7951
1998-08-06,1.6362999999999999,1.6396,1.6298,1.6333,9471
1998-08-07,1.6337000000000002,1.6374,1.6265,1.6293,9074
1998-08-10,1.6284999999999998,1.6375,1.6251,1.6352,8758
1998-08-11,1.6345,1.637,1.6276000000000002,1.6292,8802
1998-08-12,1.631,1.6355,1.6167,1.6263,8774
1998-08-13,1.6255,1.631,1.6206,1.6275,9522
1998-08-14,1.6248,1.627,1.6147,1.6192,8676
1998-08-17,1.6192,1.6197,1.6075,1.6151,8477
1998-08-18,1.6148,1.619,1.6112,1.6179999999999999,9001
1998-08-19,1.617,1.6255,1.6138,1.6216,9441
1998-08-20,1.6233,1.6334,1.6211,1.6313,8964
1998-08-21,1.6282999999999999,1.6404,1.6277,1.6368,8884
1998-08-24,1.6355,1.6436,1.6324999999999998,1.6415,8721
1998-08-25,1.641,1.6423,1.635,1.639,8930
1998-08-26,1.639,1.642,1.6341,1.6395,8345
1998-08-27,1.6397,1.6555,1.6378,1.6538,7975
1998-08-28,1.6533,1.6852,1.6442,1.6811,8040
1998-08-31,1.6827,1.6883,1.6604,1.6815,4804
1998-09-01,1.683,1.6840000000000002,1.6712,1.6732,6504
1998-09-02,1.6753,1.6787,1.6644,1.6683,7234
1998-09-03,1.6686999999999999,1.6904,1.6677,1.6764999999999999,7065
1998-09-04,1.6760000000000002,1.678,1.6646,1.6705,7418
1998-09-07,1.6693,1.6758,1.6643,1.6665,7042
1998-09-08,1.6665,1.67,1.6526999999999998,1.6564,5905
1998-09-09,1.6507,1.67,1.65,1.669,7072
1998-09-10,1.6695,1.6916,1.6681,1.69,6772
1998-09-11,1.6888,1.6949999999999998,1.6712,1.6728,7426
1998-09-14,1.6705,1.6812,1.6680000000000001,1.6800000000000002,15870
1998-09-15,1.6768,1.6841,1.6705999999999999,1.6768,17822
1998-09-16,1.6755,1.6815,1.6684,1.679,17858
1998-09-17,1.6785,1.6944,1.675,1.6821000000000002,17638
1998-09-18,1.6811,1.6871,1.6768,1.6835,15839
1998-09-21,1.6784,1.6909,1.6761,1.6816,15675
1998-09-22,1.6812,1.6879,1.6705,1.6799,15707
1998-09-23,1.6817,1.6903000000000001,1.6751,1.6884000000000001,13637
1998-09-24,1.6867,1.7016,1.6768,1.6947,17761
1998-09-25,1.696,1.7086000000000001,1.6915,1.696,15928
1998-09-28,1.6975,1.7113,1.6915,1.7113,12417
1998-09-29,1.7101,1.7149999999999999,1.7036,1.7106,13722
1998-09-30,1.709,1.7185000000000001,1.6942,1.7005,12136
1998-10-01,1.6995,1.7093,1.6935,1.7027,13764
1998-10-02,1.7025000000000001,1.7126000000000001,1.696,1.6992,15270
1998-10-05,1.7,1.7010999999999998,1.6813,1.6864,12972
1998-10-06,1.6833,1.6894,1.6796,1.6825999999999999,12924
1998-10-07,1.6825,1.7115,1.6764999999999999,1.7006000000000001,15392
1998-10-08,1.6997,1.7367,1.6968999999999999,1.7132,16317
1998-10-09,1.7135,1.7185000000000001,1.6947999999999999,1.7101,14685
1998-10-12,1.7,1.704,1.6865999999999999,1.6943000000000001,11389
1998-10-13,1.6925,1.7088999999999999,1.6862,1.7072,15975
1998-10-14,1.7083,1.71,1.6974,1.7058,14931
1998-10-15,1.7073,1.7128,1.6958,1.7105000000000001,15658
1998-10-16,1.7115,1.7123,1.6947999999999999,1.7027,15287
1998-10-19,1.7023000000000001,1.7069999999999999,1.6957,1.6997,13195
1998-10-20,1.6985000000000001,1.712,1.6905000000000001,1.7086999999999999,17132
1998-10-21,1.709,1.71,1.6926999999999999,1.6947,13245
1998-10-22,1.697,1.6995,1.6865999999999999,1.6966999999999999,12786
1998-10-23,1.6963,1.6979,1.6859,1.6876,13168
1998-10-26,1.685,1.6888999999999998,1.662,1.6655,12591
1998-10-27,1.6655,1.6795,1.662,1.6763,12209
1998-10-28,1.6745,1.6793,1.6676,1.6747999999999998,12103
1998-10-29,1.6735,1.6824,1.6724999999999999,1.6754,11885
1998-10-30,1.6785,1.6852,1.6714,1.6755,11848
1998-11-02,1.6760000000000002,1.6789,1.6600000000000001,1.6615,12378
1998-11-03,1.6627,1.6653,1.6524,1.6578,11858
1998-11-04,1.6575,1.663,1.6505,1.6593,10803
1998-11-05,1.6593,1.6662,1.6497000000000002,1.6604999999999999,12320
1998-11-06,1.6615,1.6659000000000002,1.6543999999999999,1.6602999999999999,10019
1998-11-09,1.6575,1.6675,1.6558000000000002,1.6632,10041
1998-11-10,1.663,1.6653,1.6555,1.6614,9712
1998-11-11,1.658,1.6635,1.6541000000000001,1.6615,9865
1998-11-12,1.6600000000000001,1.6651,1.6514,1.6592,10310
1998-11-13,1.6597,1.671,1.6589,1.663,10474
1998-11-16,1.6633,1.6797,1.663,1.675,9046
1998-11-17,1.6759,1.6806,1.6720000000000002,1.6761,9569
1998-11-18,1.6772,1.6775,1.6663000000000001,1.6678,10418
1998-11-19,1.667,1.6724999999999999,1.6627,1.6649,8925
1998-11-20,1.6615,1.665,1.6502,1.6562999999999999,8317
1998-11-23,1.6561,1.6585,1.6440000000000001,1.6560000000000001,10228
1998-11-24,1.6555,1.6627999999999998,1.6505,1.661,11849
1998-11-25,1.6606,1.6655,1.657,1.6600000000000001,11718
1998-11-26,1.6600000000000001,1.6625999999999999,1.6535,1.6600000000000001,10271
1998-11-27,1.659,1.6622,1.6496,1.6513,11084
1998-11-30,1.6537,1.6552,1.6423999999999999,1.6479,12304
1998-12-01,1.6482999999999999,1.6564999999999999,1.6459000000000001,1.6532,12937
1998-12-02,1.6528,1.6693,1.6494,1.6679,11753
1998-12-03,1.6677,1.6735,1.6597,1.6677,12278
1998-12-04,1.6683,1.6701000000000001,1.6591,1.6662,9976
1998-12-07,1.6609,1.6640000000000001,1.6478000000000002,1.6484999999999999,12374
1998-12-08,1.651,1.6613,1.6463,1.658,13263
1998-12-09,1.6578,1.6609,1.653,1.6564,11200
1998-12-10,1.6564999999999999,1.6743999999999999,1.6545,1.6733,14678
1998-12-11,1.673,1.6923,1.6659000000000002,1.6918,15179
1998-12-14,1.6869,1.6949999999999998,1.6801,1.6914,13073
1998-12-15,1.6909,1.6926,1.6814,1.6832,12867
1998-12-16,1.6827999999999999,1.6896,1.6662,1.6677,11941
1998-12-17,1.6674,1.6825,1.6674,1.6741000000000001,12911
1998-12-18,1.6742,1.6872,1.6738,1.6796,10928
1998-12-21,1.6835,1.687,1.6787,1.6840000000000002,11214
1998-12-22,1.6839,1.6855,1.6759,1.6798,11427
1998-12-23,1.6804999999999999,1.6833,1.6745,1.6779,10243
1998-12-24,1.6785,1.6804000000000001,1.6696,1.6705999999999999,3690
1998-12-25,1.6753,1.6753,1.6712,1.6719,57
1998-12-28,1.6739000000000002,1.6782,1.671,1.6768999999999998,4133
1998-12-29,1.6764999999999999,1.686,1.673,1.6825,11128
1998-12-30,1.6822,1.6831,1.659,1.6601,9563
1998-12-31,1.6604999999999999,1.6677,1.6521,1.6609,5438
1999-01-04,1.6686,1.6720000000000002,1.6539000000000001,1.6595,5385
1999-01-05,1.6597,1.6599,1.6529,1.6547,5333
1999-01-06,1.6539000000000001,1.6657,1.6480000000000001,1.6537,5112
1999-01-07,1.6535,1.6583999999999999,1.6463999999999999,1.6502,5578
1999-01-08,1.6497000000000002,1.6524999999999999,1.6357,1.6404999999999998,5890
1999-01-11,1.6398000000000001,1.6453,1.6292,1.6312,4910
1999-01-12,1.6305,1.6349,1.6233,1.6349,5622
1999-01-13,1.6343999999999999,1.6595,1.6324999999999998,1.6499000000000001,6371
1999-01-14,1.6501000000000001,1.6591,1.6444999999999999,1.6531,5369
1999-01-15,1.6534,1.6646,1.6484999999999999,1.6502,6982
1999-01-18,1.6491,1.6566999999999998,1.6489,1.6522000000000001,4737
1999-01-19,1.6518000000000002,1.6625999999999999,1.6480000000000001,1.6553,5117
1999-01-20,1.6555,1.6564999999999999,1.6447,1.6472,5094
1999-01-21,1.647,1.6558000000000002,1.6419000000000001,1.6524,5173
1999-01-22,1.6522999999999999,1.6575,1.6496,1.6564999999999999,4718
1999-01-25,1.6551,1.6613,1.6543999999999999,1.6585,3465
1999-01-26,1.6592,1.6627999999999998,1.6566999999999998,1.6597,4646
1999-01-27,1.6594,1.6601,1.6440000000000001,1.6479,5279
1999-01-28,1.6476,1.6515,1.6444999999999999,1.6487,5500
1999-01-29,1.6482999999999999,1.6492,1.6419000000000001,1.645,5147
1999-02-01,1.6469,1.6477,1.6377000000000002,1.6425,4997
1999-02-02,1.6423,1.6481,1.6385,1.6404,4939
1999-02-03,1.6404999999999998,1.6404999999999998,1.633,1.6362,4990
1999-02-04,1.6364,1.6458,1.6298,1.6437,5889
1999-02-05,1.6442,1.6458,1.6315,1.6331,4899
1999-02-08,1.6327,1.6407,1.6284999999999998,1.639,5029
1999-02-09,1.6389,1.6413,1.6335,1.6376,5293
1999-02-10,1.6372,1.6383999999999999,1.6244,1.6269,5166
1999-02-11,1.6254,1.6282,1.6188,1.6236000000000002,5133
1999-02-12,1.6233,1.6358000000000001,1.6208,1.635,4843
1999-02-15,1.6345,1.637,1.6255,1.6258,4309
1999-02-16,1.6254,1.6351,1.6234,1.6337000000000002,4914
1999-02-17,1.6338,1.6395,1.6316000000000002,1.6345,4201
1999-02-18,1.6346,1.6385999999999998,1.6324,1.6354,4142
1999-02-19,1.6353,1.6360999999999999,1.6202,1.6219999999999999,5230
1999-02-22,1.6225,1.6266,1.6172,1.6258,4728
1999-02-23,1.6257000000000001,1.6263999999999998,1.6099999999999999,1.6147,4429
1999-02-24,1.6141,1.6158000000000001,1.5952,1.5977000000000001,5120
1999-02-25,1.5974,1.6075,1.5971,1.6033,4393
1999-02-26,1.6016,1.6069,1.597,1.6038000000000001,4531
1999-03-01,1.5997,1.612,1.5952,1.6089,5023
1999-03-02,1.6087,1.6172,1.6046,1.6158000000000001,4533
1999-03-03,1.6157,1.6225,1.6115,1.6125,4787
1999-03-04,1.6126,1.6134,1.6047,1.6093,4642
1999-03-05,1.6096,1.6109,1.6049,1.605,3514
1999-03-08,1.6013,1.6111,1.6004,1.6092,4636
1999-03-09,1.6097000000000001,1.6198000000000001,1.6065,1.6169,4766
1999-03-10,1.6175000000000002,1.6291,1.6154,1.6265,4868
1999-03-11,1.6263999999999998,1.6429,1.6218,1.6358000000000001,5544
1999-03-12,1.6357,1.6383999999999999,1.6284999999999998,1.6319,4843
1999-03-15,1.6308,1.631,1.6196000000000002,1.6207,4019
1999-03-16,1.6205,1.6305,1.6175000000000002,1.6294,4700
1999-03-17,1.6294,1.633,1.6240999999999999,1.6305,4822
1999-03-18,1.6301999999999999,1.6332,1.6261999999999999,1.6286,5513
1999-03-19,1.6287,1.6313,1.626,1.6282999999999999,4532
1999-03-22,1.6282,1.6295,1.6256,1.6280000000000001,4082
1999-03-23,1.6279,1.6391,1.6217000000000001,1.6374,4889
1999-03-24,1.6372,1.6480000000000001,1.6334,1.6343,5085
1999-03-25,1.6346,1.6392,1.6226,1.6237,4912
1999-03-26,1.6238000000000001,1.627,1.6174,1.6231,5909
1999-03-29,1.6227,1.6242999999999999,1.6128,1.6155,4461
1999-03-30,1.6152,1.6185,1.6108,1.6122999999999998,3124
1999-03-31,1.6129,1.6176,1.607,1.6103,4688
1999-04-01,1.6114000000000002,1.6139999999999999,1.6012,1.6027,4657
1999-04-02,1.6031,1.6052,1.6012,1.6037,1134
1999-04-05,1.6037,1.6061999999999999,1.5995,1.5998999999999999,1512
1999-04-06,1.6000999999999999,1.6035,1.5840999999999998,1.5915,5129
1999-04-07,1.5914000000000001,1.5991,1.5877,1.5962,4537
1999-04-08,1.5960999999999999,1.6120999999999999,1.5954000000000002,1.6061999999999999,5352
1999-04-09,1.6063,1.6109,1.6006,1.6087,4976
1999-04-12,1.6072,1.6187,1.6072,1.6120999999999999,4032
1999-04-13,1.6118999999999999,1.6172,1.6112,1.6167,4666
1999-04-14,1.6166,1.621,1.6105,1.6117,4831
1999-04-15,1.6113,1.6159,1.6078000000000001,1.6094,4724
1999-04-16,1.6092,1.6157,1.6031,1.6133,5326
1999-04-19,1.6124,1.6239,1.6066,1.6118000000000001,4745
1999-04-20,1.612,1.62,1.6087,1.609,4827
1999-04-21,1.6089,1.6134,1.6042,1.6056,5127
1999-04-22,1.6055000000000001,1.6176,1.6042999999999998,1.6162999999999998,5022
1999-04-23,1.6162,1.6207,1.6126,1.6155,4263
1999-04-26,1.6134,1.6187,1.6101,1.6117,4384
1999-04-27,1.6122999999999998,1.6192,1.6087,1.6177000000000001,5086
1999-04-28,1.6169,1.6221999999999999,1.6129,1.6132,4802
1999-04-29,1.6133,1.6177000000000001,1.6068,1.6092,5398
1999-04-30,1.6092,1.6141,1.6059999999999999,1.6095000000000002,4599
1999-05-03,1.6097000000000001,1.6129,1.6063,1.6085,3488
1999-05-04,1.6086,1.6297000000000001,1.6082,1.6284,5512
1999-05-05,1.6282999999999999,1.639,1.6257000000000001,1.6357,6132
1999-05-06,1.6357,1.6435,1.6322,1.6385,6772
1999-05-07,1.6387,1.6397,1.6295,1.6296,5368
1999-05-10,1.6297000000000001,1.6353,1.6235,1.6252,4169
1999-05-11,1.6256,1.6280000000000001,1.6192,1.6225,5045
1999-05-12,1.6221999999999999,1.6247,1.6156000000000001,1.6176,5550
1999-05-13,1.6175000000000002,1.6216,1.6174,1.6214,3487
1999-05-14,1.6213,1.6244,1.6137000000000001,1.619,5336
1999-05-17,1.6212,1.6217000000000001,1.6146,1.6179000000000001,4976
1999-05-18,1.6179999999999999,1.6257000000000001,1.6168,1.6206,4861
1999-05-19,1.6207,1.6228,1.6155,1.6167,4885
1999-05-20,1.6164,1.6221,1.6065,1.6072,5118
1999-05-21,1.6073,1.6091,1.6002999999999998,1.6006,4609
1999-05-24,1.6015000000000001,1.6026,1.5929,1.5976,3552
1999-05-25,1.5977000000000001,1.6055000000000001,1.5958999999999999,1.6047,4905
1999-05-26,1.6052,1.6055000000000001,1.5935000000000001,1.5939,4645
1999-05-27,1.5939,1.6021,1.5882,1.5976,5013
1999-05-28,1.5977000000000001,1.6047,1.5957,1.6014,4888
1999-05-31,1.6029,1.6055000000000001,1.6002,1.6028,3288
1999-06-01,1.6026,1.6132,1.5985,1.6118999999999999,5217
1999-06-02,1.6114000000000002,1.6141,1.6024,1.6038000000000001,5262
1999-06-03,1.6037,1.6096,1.6027,1.6042999999999998,5464
1999-06-04,1.6046,1.6117,1.6019,1.6103,4928
1999-06-07,1.6101999999999999,1.611,1.5981999999999998,1.5996000000000001,3905
1999-06-08,1.5997,1.6072,1.5987,1.6061,5368
1999-06-09,1.6061,1.6073,1.5985,1.6018,4897
1999-06-10,1.6019,1.6054,1.5984,1.605,5803
1999-06-11,1.6047,1.6181,1.6032,1.6168,5690
1999-06-14,1.6141999999999999,1.6165,1.604,1.6063,5988
1999-06-15,1.6065,1.6092,1.5901,1.5941,7328
1999-06-16,1.5941,1.5955,1.5855000000000001,1.5884,5463
1999-06-17,1.5882,1.5964,1.5856,1.5939,5739
1999-06-18,1.5939,1.6007,1.5899,1.5960999999999999,5813
1999-06-21,1.5945,1.5960999999999999,1.5849,1.5911,5438
1999-06-22,1.591,1.5939999999999999,1.5854,1.5911,5442
1999-06-23,1.591,1.5917,1.5756999999999999,1.5806,5535
1999-06-24,1.5805,1.5896,1.5739999999999998,1.5877,6153
1999-06-25,1.5876000000000001,1.5939999999999999,1.5857,1.5862,5177
1999-06-28,1.5867,1.5875,1.5796000000000001,1.5822,4974
1999-06-29,1.5821,1.5842,1.572,1.5732,3961
1999-06-30,1.5733000000000001,1.579,1.5722,1.5777999999999999,5391
1999-07-01,1.5782,1.5823,1.5718999999999999,1.5727,4413
1999-07-02,1.573,1.5798999999999999,1.5693000000000001,1.5787,5391
1999-07-05,1.5782,1.5789,1.5739999999999998,1.5746,3335
1999-07-06,1.5747,1.5760999999999998,1.5587,1.5622,4824
1999-07-07,1.5622,1.564,1.5554999999999999,1.5572,4647
1999-07-08,1.557,1.5615,1.553,1.5583,5237
1999-07-09,1.5581,1.5615,1.5470000000000002,1.5487,5024
1999-07-12,1.55,1.5583,1.5483,1.5574,4085
1999-07-13,1.5572,1.5591,1.5535999999999999,1.5577,5412
1999-07-14,1.5577999999999999,1.5647,1.5512000000000001,1.5641,4856
1999-07-15,1.5642,1.5703,1.5625,1.5652,5278
1999-07-16,1.5651000000000002,1.5699999999999998,1.5615,1.5619,4467
1999-07-19,1.563,1.5833,1.557,1.5807,5096
1999-07-20,1.5809,1.5819999999999999,1.5678,1.5716,4378
1999-07-21,1.5716,1.5802,1.5694,1.5786,4212
1999-07-22,1.5781,1.5874000000000001,1.5745,1.5817,4681
1999-07-23,1.5817999999999999,1.5857999999999999,1.5751,1.5776,4649
1999-07-26,1.5782,1.5949,1.5782,1.5901999999999998,4479
1999-07-27,1.5901999999999998,1.5947,1.5877,1.5905,5124
1999-07-28,1.5905,1.5987,1.5840999999999998,1.5972,4332
1999-07-29,1.5972,1.6221999999999999,1.5958999999999999,1.6172,6169
1999-07-30,1.6173,1.6256,1.6124,1.6215000000000002,4081
1999-08-02,1.6202999999999999,1.621,1.6129,1.6162,5896
1999-08-03,1.6164,1.6238000000000001,1.6131,1.6199,5395
1999-08-04,1.6199,1.6282999999999999,1.6176,1.6199,5728
1999-08-05,1.6196000000000002,1.6219000000000001,1.6122,1.6136,6248
1999-08-06,1.6132,1.6197,1.6076000000000001,1.6084,5390
1999-08-09,1.6093,1.6105,1.6011,1.6071,5084
1999-08-10,1.6071,1.619,1.6045,1.6145,4970
1999-08-11,1.6143999999999998,1.6175000000000002,1.6084,1.6124,5313
1999-08-12,1.6126,1.613,1.6059999999999999,1.6113,5031
1999-08-13,1.6113,1.6154,1.6026,1.6045,5219
1999-08-16,1.6059999999999999,1.6108,1.5996000000000001,1.6016,4868
1999-08-17,1.6014,1.6058,1.5955,1.6046,5270
1999-08-18,1.6047,1.6089,1.6000999999999999,1.6032,5465
1999-08-19,1.6042,1.6198000000000001,1.5976,1.6166,5959
1999-08-20,1.6167,1.6221999999999999,1.6129,1.6153,5579
1999-08-23,1.6156000000000001,1.6185,1.6000999999999999,1.6012,5573
1999-08-24,1.6015000000000001,1.6033,1.5880999999999998,1.5941999999999998,6455
1999-08-25,1.5941999999999998,1.5949,1.5832000000000002,1.5857999999999999,6140
1999-08-26,1.5857999999999999,1.5906,1.5852,1.5885,3614
1999-08-27,1.5887,1.591,1.584,1.588,4943
1999-08-30,1.5892,1.5915,1.5855000000000001,1.5905,4343
1999-08-31,1.5915,1.6117,1.5906,1.6037,6116
1999-09-01,1.6042,1.6125,1.6021,1.6042,4901
